epoch,loss,reg_prop_pred_loss,val_loss,val_reg_prop_pred_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,29.226134759408456,55.94466456660518,nan,54.99529520670573,0.16979548335075378,nan,3.7017207432654686e-07,0.04122484723726908,0.4420363573978345,2.5076044621290983,3.7017207432654686e-07,0.8413871857855055
1,27.708979500664604,53.56729832401982,31.668485641479492,52.99304962158203,0.3582417567571004,10.343921343485514,6.168544928186748e-07,0.07941527664661407,0.5294346058810199,1.8506599179020635,6.168544928186748e-07,0.8687097584759748
2,26.606458169442636,51.445609905101634,29.98215929667155,50.400718688964844,0.4066544572512309,9.563600222269693,1.0279256912326673e-06,0.1374617020289103,0.5381630725330777,1.767305157802723,1.0279256912326673e-06,0.8919542144846033
3,25.44992234971788,49.217263539632164,27.749512990315754,46.37946065266927,0.434203306833903,9.11956532796224,1.7129339084931416e-06,0.22613316277662912,0.5563186738226149,1.6825795791767262,1.7129339084931416e-06,0.902492571760107
4,24.16648412633825,46.80899853176541,24.166107813517254,40.42396545410156,0.5093559225400289,7.908248106638591,2.8544293400045717e-06,0.3493672211964925,0.5913953317536248,1.5239667097727458,2.8544293400045717e-06,0.9091888820683515
5,22.779639491328485,44.19105515656648,23.481340408325195,38.37644831339518,0.4672924280166626,8.586231549580893,4.756610906042624e-06,0.44751812020937604,0.6182437914389151,1.3682195080651178,4.756610906042624e-06,0.9084877062726904
6,21.347573739510995,41.40182820072881,nan,36.80318832397461,0.49157509207725525,nan,7.92639002611395e-06,0.4941260814666748,0.6301044600981253,1.2933123111724854,7.92639002611395e-06,0.9107777056870637
7,19.788776397705078,38.321008611608434,20.81101671854655,33.81980514526367,0.5159340699513754,7.802220980326335,1.3208464224589989e-05,0.579224705696106,0.6353819061208654,1.2565319317358512,1.3208464224589989e-05,0.9068015019098917
8,18.20429152029532,35.177313062879776,19.364341100056965,30.86273447672526,0.5119810700416565,7.865935643513997,2.2010388420312665e-05,0.6225436131159464,0.6382427767471031,1.2312503434993602,2.2010388420312665e-05,0.8980485112578781
9,16.52234395345052,31.83090874000832,17.382845560709637,27.407971064249676,0.5435134371121725,7.357694625854492,3.66775639122352e-05,0.6785156528155009,0.6410985611103199,1.2137467287204884,3.66775639122352e-05,0.8843147865048161
10,14.82233531386764,28.43210580613878,15.733264605204264,23.47016716003418,0.5038919448852539,7.996317068735759,6.111799302743748e-05,0.7388338645299276,0.641169790868406,1.2125120913540874,6.111799302743748e-05,0.8633363909191556
11,13.109144175494158,25.010285412823713,13.328380902608236,19.4485600789388,0.552793025970459,7.2081247965494795,0.0001018428520183079,0.7508595784505209,0.6422652977484243,1.2079172531763713,0.0001018428520183079,0.8395181165801154
12,11.376610190780074,21.556228284482604,12.282904624938965,17.20626958211263,0.5434065858523051,7.3594160079956055,0.00016969938587862998,0.729332447052002,0.644324039971387,1.1968541145324707,0.00016969938587862998,0.8126873042848375
13,9.708919772395381,18.239238244515878,12.021812756856283,16.6822992960612,0.5432997544606527,7.361138025919597,0.0002827550342772156,0.6654817660649618,0.6456756172356782,1.1783798977180764,0.0002827550342772156,0.7829192413224114
14,8.118565047228778,15.085190243191189,10.463508605957031,13.580582618713379,0.5442307790120443,7.346131960550944,0.0004710941284429282,0.6432745059331259,0.6506579805303503,1.1515825633649472,0.0004710941284429282,0.7583401401837667
15,6.664721895147253,12.196572621663412,8.531161944071451,9.827611287434896,0.5511752168337504,7.234200795491536,0.0007847847300581634,0.6524703502655029,0.6544108699869227,1.1322946680916681,0.0007847847300581634,0.7344998540701689
16,5.338232146369086,9.553760510903818,6.843155066172282,6.847810745239258,0.5757783850034078,6.8376444180806475,0.0013070814311504364,0.6539372205734253,0.6565527077074405,1.1217682891421847,0.0013070814311504364,0.7157104390638845
17,4.1514353045710815,7.18905911622224,5.730179786682129,4.363190174102783,0.559768001238505,7.095701217651367,0.002176224486902356,0.6744630138079325,0.6576126063311541,1.1122837022498802,0.002176224486902356,0.7020355220194217
18,3.2394123430605286,5.370723547758879,5.396802584330241,3.676125446955363,0.5585622787475586,7.1151353518168134,0.0036212082486599684,0.6474331617355347,0.6590404907862345,1.1056094964345295,0.0036212082486599684,0.6880650851461623
19,2.5691768769864685,4.033893726490162,5.000304539998372,2.8902904192606607,0.5590964555740356,7.106525262196858,0.00601985352113843,0.6301835179328918,0.6601258295553701,1.1003458632363214,0.00601985352113843,0.6834351310023555
20,2.084301895565457,3.0672709853560836,4.721579233805339,2.3959595362345376,0.5631562868754069,7.041088740030925,0.009991399943828583,0.6115242640177408,0.661801313912427,1.094578049801014,0.009991399943828583,0.6760596809563814
21,1.732077991520917,2.3704648238641246,4.413267453511556,1.3806422154108684,0.5386904875437418,7.435431003570557,0.016539542004466057,0.632529060045878,0.6644773439124778,1.0824796623653836,0.016539542004466057,0.6778579906181053
22,1.6098889156624123,2.129419384179292,3.977091153462728,1.1887025038401287,0.5813644727071127,6.747607390085856,0.027261018753051758,0.655600349108378,0.665376137804102,1.0719115160129689,0.027261018753051758,0.676678165241524
23,1.5823299443280254,2.077657121199149,4.009208122889201,1.1790724595387776,0.5774420102437338,6.810830434163411,0.04461720213294029,0.6390660206476847,0.671065663849866,1.056705395380656,0.04461720213294029,0.6790512711913498
24,1.5880551647256922,2.0835869444741144,nan,1.243984858194987,0.572176436583201,nan,0.07220327854156494,0.6254799564679464,0.6742233037948608,1.0435985768282856,0.07220327854156494,0.6775984675795944
25,1.6247619522942438,2.140260246064928,4.286509195963542,1.210945765177409,0.5477869510650635,7.288813432057698,0.1147959753870964,0.6381706595420837,0.6772622399859958,1.0310639761112355,0.1147959753870964,0.6812056236796908
